years,TMAX,TMIN,t90,t95,t100
1947,61.014925373134325,39.97014925373134,0,0,0
1948,76.04234972677595,53.515027322404364,97,57,11
1949,75.06712328767124,53.52328767123288,74,27,4
1950,76.43835616438356,54.15068493150685,58,14,0
1951,78.08082191780822,54.2931506849315,101,67,30
1952,78.59153005464479,54.56284153005465,118,86,35
1953,78.31369863013698,54.623744292237404,118,71,24
1954,79.6287671232877,55.457534246575285,121,89,43
1955,77.61735159817353,54.214611872146065,104,42,8
1956,79.12204007285973,54.727686703096545,129,88,39
1957,74.94840182648406,55.076712328767115,87,55,14
1958,74.26575342465753,54.187214611872164,93,46,8
1959,74.89406392694062,53.75433789954337,79,14,1
1960,74.39526411657559,53.50136612021859,88,30,2
1961,74.64931506849318,53.39269406392693,72,20,0
1962,75.87579908675801,54.40456621004567,81,36,4
1963,77.76210045662103,54.48767123287672,116,60,18
1964,76.4599271402551,54.41438979963567,88,52,23
1965,76.10662100456621,55.29337899543375,89,49,3
1966,74.24292237442918,53.44200913242008,61,21,0
1967,76.44566210045664,54.52237442922376,67,28,8
1968,73.60473588342441,53.63934426229506,52,13,0
1969,75.92785388127851,54.61278538812784,94,56,22
1970,74.98082191780824,54.19817351598177,80,40,9
1971,76.86301369863017,54.90045662100462,78,34,9
1972,76.47540983606555,54.25273224043713,106,42,5
1973,74.67945205479451,54.387214611872146,68,10,0
1974,75.7694063926941,54.42785388127857,66,29,9
1975,75.86849315068487,53.93196347031967,89,23,0
1976,75.12932604735884,52.11202185792346,55,18,0
1977,77.75799086757988,55.222374429223755,116,68,4
1978,75.24474885844751,53.200456621004584,92,58,23
1979,74.11118721461183,52.305022831050245,87,17,2
1980,78.68214936247719,54.33265027322402,127,97,50
1981,76.40867579908677,55.03835616438357,87,37,1
1982,75.91004566210049,54.35616438356164,99,39,8
1983,74.08538812785392,52.39452054794521,79,41,5
1984,76.67030965391626,54.477231329690355,104,51,7
1985,75.65479452054802,54.388127853881294,95,61,15
1986,76.33607305936073,56.43926940639267,86,34,10
1987,76.50730593607308,54.694063926940615,93,36,12
1988,76.56876138433516,53.26730418943536,94,51,12
1989,74.93470319634709,52.150228310502264,70,24,0
1990,77.49497716894976,55.278082191780825,97,50,11
1991,76.03515981735156,55.62831050228307,89,33,0
1992,75.51047358834236,54.755464480874366,66,6,0
1993,74.85753424657537,53.83926940639271,97,45,9
1994,75.98310502283103,55.12374429223743,89,24,1
1995,76.98264840182645,55.06529680365299,85,50,15
1996,77.17531876138437,53.85291438979961,92,42,9
1997,75.2511415525114,54.00228310502285,94,47,4
1998,78.28652968036529,57.106164383561634,121,93,46
1999,78.1365296803653,55.32031963470321,83,44,12
2000,76.12887067395263,54.53779599271403,97,55,24
2001,75.5239726027397,54.495433789954326,76,45,10
2002,74.48744292237444,53.68538812785388,79,30,0
2003,76.01849315068493,53.53470319634704,76,43,10
2004,75.86042805100185,54.78483606557373,66,16,0
2005,78.451598173516,54.46575342465753,121,74,10
2006,79.68013698630135,56.63187214611872,116,65,33
2007,75.36369863013698,55.45529680365296,61,9,2
2008,76.77581967213116,54.37103825136613,90,36,7
2009,75.4712328767123,54.769406392694066,79,38,11
2010,76.01940639269407,55.819634703196385,101,59,18
2011,78.3949771689498,56.39840182648402,115,88,49
2012,78.6712204007286,57.27345173041895,105,50,23
2013,75.79589041095888,54.650913242009146,99,59,14
2014,75.10844748858447,54.0189497716895,77,32,1
2015,76.00639269406392,56.30228310502282,97,41,7
2016,77.34289617486337,57.67235883424408,97,40,6
2017,77.9810502283105,57.42557077625568,84,19,0
2018,76.11826484018266,56.21986301369864,103,55,13
2019,75.97176684881605,55.9774590163935,101,48,5
