years,TMAX,TMIN,t90,t95,t100
1947,56.119402985074636,36.29850746268657,0,0,0
1948,71.36065573770493,50.11748633879782,45,15,1
1949,72.40958904109587,51.686301369863024,39,12,0
1950,71.8187214611872,49.33013698630143,36,8,0
1951,72.60000000000002,48.7986301369863,52,13,0
1952,72.30145719489984,49.41757741347903,61,20,8
1953,73.69954337899544,50.33698630136988,62,20,3
1954,72.41689497716898,49.20639269406394,52,17,2
1955,71.33926940639267,49.704794520547935,29,0,0
1956,71.82149362477232,50.388205828779604,47,6,0
1957,71.62100456621003,50.62671232876714,40,6,0
1958,69.1703196347032,48.63767123287672,24,0,0
1959,72.01118721461188,50.65022831050228,29,6,1
1960,69.66347905282329,48.66575591985428,24,0,0
1961,70.76301369863012,49.56826484018265,32,0,0
1962,69.96438356164384,49.10936073059361,18,1,0
1963,70.30410958904109,47.72465753424658,29,2,0
1964,71.02049180327872,49.67053734061929,16,4,0
1965,71.26073059360729,49.37214611872145,13,0,0
1966,70.24429223744292,48.670091324200904,34,4,0
1967,70.57671232876716,48.449315068493135,7,0,0
1968,71.15050091074681,47.72108378870674,38,12,0
1969,69.52785388127855,47.67077625570776,21,2,0
1970,71.45136986301371,48.659589041095884,35,3,0
1971,71.25867579908676,49.6730593607306,23,0,0
1972,70.36794171220401,48.58196721311475,10,0,0
1973,72.14246575342466,49.384246575342466,20,0,0
1974,71.82009132420087,49.21095890410961,11,0,0
1975,72.0,49.164155251141565,40,1,0
1976,71.1709927140255,46.91734972677595,25,7,0
1977,71.37945205479453,48.38949771689497,57,23,5
1978,70.74840182648401,47.77534246575343,41,2,0
1979,70.44497716894976,48.228767123287675,18,4,0
1980,70.91826047358832,48.89230418943535,51,14,0
1981,70.75159817351599,47.25136986301371,39,10,0
1982,70.5527397260274,49.56986301369864,13,0,0
1983,70.41735159817351,48.613698630136994,50,22,3
1984,70.32877959927136,49.491347905282346,16,0,0
1985,71.21803652968038,50.25045662100458,32,0,0
1986,71.53150684931501,50.645662100456626,48,15,0
1987,70.21506849315068,49.33219178082192,39,11,0
1988,69.89139344262294,48.17531876138435,42,9,2
1989,69.83127853881282,49.94383561643836,26,2,0
1990,74.23881278538812,52.18607305936072,34,3,0
1991,72.14680365296802,51.633561643835634,25,0,0
1992,69.70787795992712,49.5127504553734,16,0,0
1993,70.88155251141552,49.54598173515978,51,15,0
1994,70.82296803652969,49.842648401826494,17,0,0
1995,69.90237442922376,49.64543378995433,34,3,0
1996,69.06571038251364,48.63943533697633,17,0,0
1997,70.17662100456619,48.63465753424655,33,6,0
1998,72.12095890410966,51.118630136986326,30,7,0
1999,72.16657534246575,49.12246575342464,39,20,2
2000,70.1399622690606,47.995322664584954,26,1,0
2001,71.79399217221139,49.019243313763816,14,1,0
2002,72.01313111545984,49.881317677756,56,17,0
2003,69.59763861709061,49.26652315720808,14,0,0
2004,70.70364298724944,49.88026281550873,16,0,0
2005,71.40208741030656,49.69373776908022,49,5,1
2006,72.08452707110247,49.550097847358124,34,5,0
2007,73.42361382909324,50.21649054142204,61,16,2
2008,71.56151444184238,49.34763205828783,35,9,0
2009,70.31332028701888,49.729302022178715,27,2,0
2010,71.29122635355519,49.390658838878004,63,18,0
2011,72.57799086757986,49.805583822570114,52,15,4
2012,72.22358834244076,50.36384335154828,34,13,3
2013,69.09015003261575,48.55075016307893,10,0,0
2014,69.06953685583827,47.556216568819316,13,0,0
2015,70.7663405088063,50.095694716242704,28,2,0
2016,71.34836065573771,50.41803278688526,36,1,0
2017,72.05446836268756,50.58649706457923,19,3,0
2018,70.59230267449443,50.27938682322244,30,0,0
2019,72.01122820712982,50.985024720270644,44,2,0
