years,TMAX,TMIN,t90,t95,t100
1947,61.208955223880594,41.37313432835821,0,0,0
1948,77.09972677595628,54.98770491803279,100,64,17
1949,75.90958904109588,54.75753424657534,87,30,6
1950,76.2013698630137,55.152054794520545,60,22,2
1951,77.93150684931507,55.46027397260274,105,69,26
1952,78.37704918032787,55.63387978142077,117,82,26
1953,78.31780821917808,55.846575342465755,114,68,29
1954,79.98356164383561,57.04931506849315,120,89,35
1955,77.92876712328767,56.010958904109586,105,37,7
1956,79.3360655737705,56.86338797814208,132,81,33
1957,75.30958904109589,56.41095890410959,87,56,19
1958,74.24931506849315,55.72054794520548,90,49,7
1959,75.14794520547945,55.38356164383562,80,29,1
1960,74.64480874316939,55.15846994535519,97,29,3
1961,74.84383561643835,54.93424657534246,69,17,0
1962,76.4,55.56438356164384,90,35,4
1963,78.16575342465754,55.35342465753425,121,68,26
1964,76.79781420765028,55.192622950819676,93,64,26
1965,76.80365296803653,56.37397260273973,98,56,8
1966,75.15068493150685,54.26438356164383,75,31,3
1967,77.40821917808219,55.395890410958906,75,34,10
1968,74.6379781420765,54.4603825136612,65,25,1
1969,76.83150684931506,55.34109589041096,95,60,26
1970,76.49817351598175,56.08721461187214,87,59,19
1971,77.92328767123287,56.52876712328767,79,40,14
1972,77.81693989071039,55.66120218579235,115,56,12
1973,76.26712328767124,55.8041095890411,83,25,1
1974,77.45068493150686,55.553424657534244,83,49,13
1975,77.63972602739726,55.157534246575345,97,37,1
1976,76.7035519125683,53.42486338797814,73,31,5
1977,79.45570776255707,56.25981735159817,126,92,28
1978,76.57260273972602,54.105479452054794,108,76,38
1979,74.8538812785388,53.018264840182674,89,34,2
1980,79.60610200364297,55.23360655737705,128,95,63
1981,77.6027397260274,55.61780821917808,98,54,9
1982,77.36301369863014,55.441095890410956,106,52,16
1983,75.27808219178083,53.43424657534246,87,49,7
1984,78.33196721311475,55.53825136612022,114,72,22
1985,77.26986301369863,56.07397260273972,104,70,30
1986,77.2068493150685,57.084931506849315,93,36,12
1987,76.85890410958905,54.88356164383562,91,45,21
1988,77.02459016393442,53.77322404371585,96,56,15
1989,74.80821917808215,53.35205479452055,61,17,0
1990,77.18493150684932,56.06301369863014,85,53,11
1991,76.25890410958904,56.08082191780822,89,35,2
1992,75.59699453551913,55.45765027322405,71,8,0
1993,75.08082191780822,54.07945205479452,99,53,12
1994,76.47945205479452,56.582191780821915,95,37,3
1995,76.96986301369863,56.66438356164384,89,48,14
1996,77.41803278688525,56.009562841530055,99,46,10
1997,75.7095890410959,56.24246575342466,101,58,10
1998,78.38812785388131,58.786757990867564,125,95,52
1999,78.61780821917807,57.58584474885844,90,47,16
2000,76.71448087431702,57.16029143897997,103,62,33
2001,75.90776255707769,56.54337899543375,81,50,11
2002,75.49041095890415,55.788127853881264,89,36,1
2003,76.37762557077626,56.34063926940639,79,44,6
2004,75.9927140255009,57.340163934426236,69,17,0
2005,78.64931506849312,57.117351598173514,125,80,15
2006,79.9997716894977,57.77853881278539,118,67,37
2007,75.6865296803653,56.488127853881274,66,11,4
2008,77.60564663023679,55.122950819672134,98,49,10
2009,76.68082191780822,55.4310502283105,91,47,14
2010,76.88356164383562,56.166894977168944,105,60,23
2011,79.52214611872145,57.18219178082192,121,95,64
2012,79.8688524590164,57.95241347905282,114,64,30
2013,76.8648401826484,55.26187214611872,105,71,25
2014,76.12762557077626,54.98401826484019,91,43,9
2015,76.73264840182648,56.91141552511416,108,53,8
2016,77.99863387978142,58.05396174863388,99,46,10
2017,78.62237442922373,57.99383561643835,91,31,1
2018,76.90981735159816,56.715753424657535,109,68,20
