years,TMAX,TMIN,t90,t95,t100
1947,61.517910447761174,30.131840796019905,0,0,0
1948,78.11115664845174,45.96452641165754,127,66,12
1949,76.8684931506849,47.296118721461156,101,49,4
1950,80.6759817351598,48.58703196347034,94,46,12
1951,79.00753424657533,48.45958904109593,119,82,36
1952,78.14426229508202,48.000136612021905,116,72,13
1953,78.63219178082198,47.82945205479447,113,68,22
1954,79.80726027397267,49.53328767123289,112,48,7
1955,77.78547945205479,48.36557077625569,90,34,9
1956,79.19899817850636,48.2627504553734,131,72,12
1957,78.0762557077626,49.84849315068492,99,52,19
1958,79.06301369863014,48.42073059360731,114,91,48
1959,80.08858447488583,47.26296803652967,121,77,25
1960,78.21243169398906,47.959562841530065,114,56,22
1961,76.28748858447481,46.618538812785374,95,39,3
1962,76.67136333985651,47.46254403131116,89,43,4
1963,78.36181343770384,47.86127853881281,105,42,14
1964,76.55153525891234,45.93160291438978,109,60,5
1965,77.57664709719502,47.3452054794521,89,42,5
1966,77.89799086757989,46.478995433789954,101,53,9
1967,79.2461643835617,46.711369863013694,107,41,4
1968,77.20505464480873,47.26033697632053,94,37,10
1969,79.85671232876712,48.94027397260275,118,84,34
1970,79.09324200913248,47.2899086757991,116,65,17
1971,78.88383561643838,48.077488584474864,102,53,14
1972,79.0470856102004,48.44590163934422,78,33,14
1973,77.31894977168942,46.36771689497719,99,38,9
1974,77.73552511415522,48.16748858447488,101,45,13
1975,77.46086757990861,46.04054794520547,98,29,2
1976,75.63884335154823,46.7887067395264,74,16,2
1977,78.79885844748863,49.376894977168945,121,74,17
1978,77.75086757990866,50.37059360730598,91,60,37
1979,77.30260273972608,47.143652968036484,103,56,26
1980,78.63205828779601,49.007285974499105,107,79,51
1981,79.2808219178082,49.658264840182646,99,54,23
1982,78.64118721461188,48.165388127853895,117,77,15
1983,77.15545988258314,47.96019569471628,120,68,12
1984,76.50719489981786,48.10178246161853,89,40,3
1985,77.10367253750812,47.9733007175473,97,40,9
1986,77.37637312459229,49.321115459882584,86,32,5
1987,76.80276581865628,46.79547292889755,82,47,19
1988,78.0454918032787,47.63975409836063,101,42,1
1989,79.90917808219184,48.525342465753454,126,64,19
1990,77.712100456621,48.82365296803654,83,45,17
1991,76.88753424657537,48.18890410958903,87,32,10
1992,77.04959016393441,48.58060109289619,99,56,12
1993,78.29506849315065,49.45803652968035,107,53,16
1994,80.08009132420094,50.555251141552546,129,90,38
1995,79.80509784735816,49.927814742335244,103,61,11
1996,80.22989851678379,50.27512685402031,119,65,20
1997,77.73341813437702,49.024396607958224,120,64,7
1998,78.70536529680366,49.325779517286364,121,58,19
1999,79.6427658186562,49.39900848010438,98,38,9
2000,80.43483606557372,51.32609289617484,150,90,21
2001,79.37559686888451,50.61196347031963,123,74,15
2002,78.40109589041103,50.639849967384215,112,67,28
2003,79.6582517938683,50.8345531637312,125,69,24
2004,76.36926880041635,50.3447762164975,104,51,14
2005,78.53636660143505,50.851578604044356,96,65,31
2006,78.53410958904111,51.07630136986303,85,49,17
2007,78.26917808219179,51.10214611872147,102,49,12
2008,78.12691256830595,50.10969945355192,83,45,15
2009,78.99566210045667,51.07630136986301,113,62,14
2010,77.83356164383567,50.28109589041094,104,58,14
2011,79.18639269406394,50.175570776255704,113,85,30
2012,79.78406193078321,51.82176684881601,117,66,16
2013,77.15616438356165,50.672602739726024,98,55,13
2014,78.59726027397261,52.02876712328767,92,56,19
2015,78.15616438356165,52.26027397260274,119,62,12
2016,79.42486338797814,52.31967213114754,95,60,27
2017,80.3890410958904,53.36027397260274,107,44,15
2018,79.3,53.365753424657534,124,79,31
