years,TMAX,TMIN,t90,t95,t100
1947,57.50746268656718,34.293532338308445,0,0,0
1948,72.20195810564664,48.1712204007286,42,17,0
1949,73.22383561643835,50.03091324200912,39,15,0
1950,71.8431506849315,47.71552511415524,29,3,0
1951,72.82899543378994,47.06666666666666,56,13,0
1952,72.76525500910748,47.51001821493624,58,21,7
1953,74.28356164383561,47.50296803652968,68,21,1
1954,73.29360730593608,46.48059360730594,62,26,6
1955,71.61255707762557,47.34246575342467,42,5,0
1956,71.01684881602914,47.51206739526411,44,3,0
1957,71.07694063926941,47.762557077625566,40,6,0
1958,68.93356164383562,45.3810502283105,29,1,0
1959,71.54315068493149,47.605479452054816,32,6,1
1960,69.76115664845173,45.630236794171225,37,0,0
1961,70.57899543378996,46.47123287671233,36,0,0
1962,69.61141552511415,46.62328767123287,25,1,0
1963,69.3853881278539,45.0082191780822,27,2,0
1964,70.52755009107469,45.67509107468125,16,5,0
1965,70.96004566210046,46.18401826484018,21,0,0
1966,69.81780821917808,45.22214611872147,37,4,0
1967,70.11461187214613,44.99269406392694,11,0,0
1968,70.82331511839708,44.279371584699454,47,16,0
1969,69.05958904109589,44.618493150684934,26,5,0
1970,70.8203196347032,45.53812785388127,35,3,0
1971,69.68721461187214,46.96118721461187,15,0,0
1972,69.02140255009108,46.33879781420765,12,1,0
1973,71.07694063926941,47.548401826484,16,0,0
1974,70.81643835616438,47.41095890410957,11,0,0
1975,71.03287671232874,46.96803652968033,31,0,0
1976,70.52003642987248,44.38888888888891,26,6,0
1977,70.64566210045665,45.32146118721459,54,23,5
1978,69.39315068493148,45.1716894977169,32,2,0
1979,69.84018264840184,45.64840182648403,15,4,0
1980,70.37704918032787,45.18670309653916,49,11,0
1981,69.69041095890412,44.18447488584477,29,7,0
1982,70.19954337899543,47.75936073059362,16,0,0
1983,69.74109589041096,46.87808219178082,44,16,3
1984,69.5724043715847,46.43715846994535,6,0,0
1985,71.16986301369863,47.71917808219178,34,0,0
1986,72.0785388127854,48.28036529680366,51,16,0
1987,71.37168949771683,47.33059360730594,49,17,0
1988,69.76775956284153,44.98360655737705,43,12,2
1989,69.9945205479452,46.082648401826475,30,3,0
1990,74.49771689497716,50.0972602739726,45,7,0
1991,72.80091324200906,50.62009132420091,42,8,0
1992,69.85837887067399,48.83879781420768,17,1,0
1993,70.98721461187215,48.96255707762557,56,14,0
1994,71.53881278538815,49.14155251141557,32,0,0
1995,70.61826484018265,49.10913242009131,40,5,0
1996,69.71493624772313,48.10382513661202,24,3,0
1997,71.00730593607302,47.7579908675799,39,10,0
1998,71.93424657534246,49.72511415525116,38,6,0
1999,71.41643835616438,48.32716894977168,38,18,1
2000,69.54039162112936,47.08533697632058,20,0,0
2001,71.38990867579912,47.8140182648402,13,0,0
2002,71.63269406392695,49.06753424657533,63,19,0
2003,68.9101630789302,48.208440965427286,9,0,0
2004,70.07559198542806,48.809718969555,17,0,0
2005,71.02276581865628,48.518069145466434,46,5,1
2006,71.8967253750816,48.40875407697327,35,4,0
2007,73.40968036529681,49.00418786692758,64,18,4
2008,71.0133359354671,48.485428051001804,34,8,0
2009,69.93842139595561,48.96979778212656,22,2,0
2010,71.01202870189174,48.66366601435091,64,15,0
2011,72.09275929549904,49.60711024135675,52,15,3
2012,72.21014832162372,50.118436117616454,37,14,4
2013,68.99283757338546,48.50345727332031,9,0,0
2014,69.37789954337892,47.61931506849314,20,2,0
2015,71.19479452054792,50.269223744292255,32,5,0
2016,71.4469945355191,50.57340619307834,40,2,0
2017,72.21269406392699,50.420273972602764,25,2,0
2018,70.46913242009137,50.131598173516004,34,0,0
